timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,os,python_version,codecarbon_version,cpu_count,cpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue,cloud_provider,cloud_region
2026-03-13T10:53:06,codecarbon,d38ffe70-619d-4dd5-8c18-95eba3437145,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.1316666659840848,1.0875410565238804e-05,9.610082979497911e-06,42.5,0.0,6.0,1.3358263541582952e-05,0.0,1.8853383333286429e-06,1.5243601874911594e-05,0.0,India,IND,karnataka,macOS-26.3-arm64-arm-64bit-Mach-O,3.14.3,3.2.3,14,Apple M4 Pro,77.591,12.9753,24.0,machine,0.0,0,75.8,16.522811889648438,N,1.0,0.0,,
2026-03-13T10:53:14,codecarbon,6e4d6de5-d671-47d6-9b19-2c72ee7ac4d3,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.191720542003168,2.1061805397111064e-05,9.609713005592035e-06,42.5,0.0,6.0,2.5870330443811123e-05,0.0,3.6511091666276722e-06,2.9521439610438795e-05,0.0,India,IND,karnataka,macOS-26.3-arm64-arm-64bit-Mach-O,3.14.3,3.2.3,14,Apple M4 Pro,77.591,12.9753,24.0,machine,0.0,0,86.1,17.87726593017578,N,1.0,0.0,,
